,Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Address Type,YrSold,MonthSold,DaySold,MissingValues
5277,Richmond,2,u,561000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,66.0,2013.0,Yarra,-37.8198,145.005,Northern,14949.0,St,2017,4,3,False
5278,Richmond,2,u,635000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,76.0,2003.0,Yarra,-37.8231,144.9906,Northern,14949.0,St,2017,4,3,False
5279,Richmond,3,h,1010000.0,PI,Jellis,2.6,3121.0,3.0,1.0,1.0,105.0,1900.0,Yarra,-37.8193,144.9993,Northern,14949.0,St,2016,4,6,False
5280,Richmond,2,h,1025000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,92.0,1900.0,Yarra,-37.8235,145.0035,Northern,14949.0,St,2016,4,6,False
5281,Richmond,2,h,1102000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8255,145.0013,Northern,14949.0,St,2016,4,6,True
5282,Richmond,2,u,550000.0,SP,Jellis,2.6,3121.0,2.0,1.0,2.0,68.0,2000.0,Yarra,-37.815,145.0089,Northern,14949.0,St,2016,6,8,False
5283,Richmond,3,h,1152500.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,126.0,0.0,Yarra,-37.8154,145.0061,Northern,14949.0,St,2016,6,8,True
5284,Richmond,4,h,1375000.0,S,hockingstuart,2.6,3121.0,4.0,2.0,2.0,158.0,2007.0,Yarra,-37.817,145.0135,Northern,14949.0,St,2016,6,8,False
5285,Richmond,3,h,1422000.0,S,hockingstuart,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8215,145.0102,Northern,14949.0,St,2016,6,8,True
5286,Richmond,2,h,1506000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,131.0,1920.0,Yarra,-37.8284,144.9989,Northern,14949.0,St,2016,7,5,False
5287,Richmond,3,h,1350000.0,PI,Lessthan50,2.6,3121.0,3.0,1.0,2.0,116.0,1940.0,Yarra,-37.8131,145.005,Northern,14949.0,St,2016,7,5,False
5288,Richmond,3,h,1090000.0,S,Biggin,2.6,3121.0,3.0,1.0,3.0,126.0,0.0,Yarra,-37.8127,145.0073,Northern,14949.0,St,2016,7,5,True
5289,Richmond,1,u,405000.0,PI,McGrath,2.6,3121.0,1.0,1.0,1.0,53.0,2005.0,Yarra,-37.822,145.0104,Northern,14949.0,St,2016,7,5,False
5290,Richmond,1,u,327000.0,S,Biggin,2.6,3121.0,1.0,1.0,1.0,43.0,2012.0,Yarra,-37.8127,145.0094,Northern,14949.0,St,2016,7,11,False
5291,Richmond,3,h,1474000.0,SP,Marshall,2.6,3121.0,3.0,1.0,0.0,94.0,1900.0,Yarra,-37.8167,144.9977,Northern,14949.0,St,2016,7,11,False
5292,Richmond,3,h,1555000.0,S,Marshall,2.6,3121.0,3.0,1.0,0.0,115.0,1900.0,Yarra,-37.8167,144.9978,Northern,14949.0,St,2016,7,11,False
5293,Richmond,1,u,500000.0,VB,Jellis,2.6,3121.0,1.0,1.0,1.0,52.0,2013.0,Yarra,-37.8198,145.005,Northern,14949.0,St,2016,7,11,False
5294,Richmond,2,u,815000.0,S,Jellis,2.6,3121.0,2.0,2.0,2.0,126.0,0.0,Yarra,-37.8187,145.0079,Northern,14949.0,St,2016,7,11,True
5295,Richmond,1,u,345000.0,S,Biggin,2.6,3121.0,1.0,1.0,0.0,126.0,1970.0,Yarra,-37.8211,144.9955,Northern,14949.0,Pde,2016,7,11,False
5296,Richmond,1,u,345000.0,PI,Ray,2.6,3121.0,1.0,1.0,1.0,45.0,2012.0,Yarra,-37.8127,145.0094,Northern,14949.0,St,2016,8,10,False
5297,Richmond,3,h,1275000.0,PI,Jellis,2.6,3121.0,3.0,1.0,2.0,128.0,1900.0,Yarra,-37.8285,145.0022,Northern,14949.0,St,2016,8,10,False
5298,Richmond,3,h,1150000.0,VB,Jellis,2.6,3121.0,3.0,1.0,0.0,92.0,1900.0,Yarra,-37.8116,145.0042,Northern,14949.0,St,2016,8,10,False
5299,Richmond,4,h,950000.0,VB,Jellis,2.6,3121.0,4.0,1.0,0.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern,14949.0,Rd,2016,8,10,False
5300,Richmond,2,h,270000.0,PI,Lessthan50,2.6,3121.0,2.0,1.0,1.0,60.0,2004.0,Yarra,-37.8231,144.9906,Northern,14949.0,St,2016,8,10,False
5301,Richmond,1,u,439000.0,SP,Biggin,2.6,3121.0,1.0,1.0,1.0,56.0,2011.0,Yarra,-37.8183,144.9979,Northern,14949.0,Rd,2016,10,9,False
5302,Richmond,2,u,695000.0,S,Jellis,2.6,3121.0,2.0,1.0,2.0,68.0,1997.0,Yarra,-37.8333,144.998,Northern,14949.0,St,2016,10,9,False
5303,Richmond,2,u,512000.0,S,Marshall,2.6,3121.0,2.0,1.0,1.0,61.0,1970.0,Yarra,-37.8198,144.996,Northern,14949.0,St,2016,10,9,False
5304,Richmond,2,t,855000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,115.0,1970.0,Yarra,-37.815,145.00799999999995,Northern,14949.0,St,2016,10,9,False
5305,Richmond,2,u,1040000.0,S,Jellis,2.6,3121.0,3.0,2.0,2.0,95.0,2013.0,Yarra,-37.8198,145.005,Northern,14949.0,St,2016,10,9,False
5306,Richmond,1,u,342000.0,S,Jellis,2.6,3121.0,1.0,1.0,1.0,1.0,1970.0,Yarra,-37.8214,144.9896,Northern,14949.0,Rd,2016,10,9,False
5307,Richmond,1,u,681000.0,S,hockingstuart,2.6,3121.0,1.0,1.0,1.0,50.0,2004.0,Yarra,-37.8231,144.9906,Northern,14949.0,St,2016,10,9,False
5308,Richmond,2,h,900000.0,PI,hockingstuart,2.6,3121.0,2.0,1.0,0.0,63.0,1900.0,Yarra,-37.8193,144.9976,Northern,14949.0,St,2016,10,12,False
5309,Richmond,3,h,1250000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,126.0,2010.0,Yarra,-37.8243,145.0034,Northern,14949.0,St,2016,10,12,False
5310,Richmond,2,h,990000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,75.0,1900.0,Yarra,-37.812,144.9939,Northern,14949.0,St,2016,10,12,False
5311,Richmond,2,h,1189000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,110.0,1900.0,Yarra,-37.8232,145.0002,Northern,14949.0,St,2016,10,12,False
5312,Richmond,2,h,1220000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,88.0,1900.0,Yarra,-37.8245,144.9933,Northern,14949.0,St,2016,10,12,False
5313,Richmond,2,h,1220000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8213,145.005,Northern,14949.0,St,2016,10,12,True
5314,Richmond,3,h,1100000.0,S,Lessthan50,2.6,3121.0,3.0,1.0,0.0,81.0,1915.0,Yarra,-37.8241,145.0015,Northern,14949.0,St,2016,10,12,False
5315,Richmond,3,h,1346000.0,S,Biggin,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8169,144.996,Northern,14949.0,St,2016,10,12,True
5316,Richmond,2,u,450000.0,PI,Biggin,2.6,3121.0,2.0,1.0,1.0,66.0,2000.0,Yarra,-37.8173,144.9965,Northern,14949.0,St,2017,11,2,False
5317,Richmond,2,h,1340000.0,S,Kay,2.6,3121.0,2.0,1.0,0.0,126.0,0.0,Yarra,-37.8289,144.9992,Northern,14949.0,St,2016,12,11,True
5318,Richmond,2,h,1421000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,126.0,0.0,Yarra,-37.8254,145.0,Northern,14949.0,St,2016,12,11,True
5319,Richmond,3,h,1074000.0,S,Marshall,2.6,3121.0,3.0,1.0,0.0,140.0,1900.0,Yarra,-37.8138,144.9921,Northern,14949.0,St,2016,12,11,False
5320,Richmond,3,h,1205000.0,S,Biggin,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8198,144.9979,Northern,14949.0,Tce,2016,12,11,True
5321,Richmond,2,t,1430000.0,S,Jellis,2.6,3121.0,2.0,2.0,2.0,125.0,2004.0,Yarra,-37.8209,145.0055,Northern,14949.0,St,2016,12,11,False
5322,Richmond,3,h,1465000.0,S,Biggin,2.6,3121.0,3.0,2.0,2.0,170.0,1993.0,Yarra,-37.8122,144.9937,Northern,14949.0,St,2016,12,11,False
5323,Richmond,2,u,391000.0,SP,Lessthan50,2.6,3121.0,2.0,1.0,1.0,51.0,1965.0,Yarra,-37.812,145.0029,Northern,14949.0,St,2016,8,13,False
5324,Richmond,2,h,1035000.0,S,Jellis,2.6,3121.0,2.0,1.0,0.0,126.0,1900.0,Yarra,-37.8251,144.9959,Northern,14949.0,St,2016,8,13,False
5325,Richmond,2,u,530000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,126.0,1965.0,Yarra,-37.8236,145.009,Northern,14949.0,St,2016,8,13,False
5326,Richmond,2,t,930000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,85.0,2004.0,Yarra,-37.814,145.002,Northern,14949.0,St,2016,5,14,False
5327,Richmond,3,h,1182000.0,S,Biggin,2.6,3121.0,3.0,1.0,1.0,110.0,1920.0,Yarra,-37.8139,145.0039,Northern,14949.0,St,2016,5,14,False
5328,Richmond,2,h,777500.0,PI,hockingstuart,2.6,3121.0,2.0,1.0,1.0,76.0,1900.0,Yarra,-37.8171,145.009,Northern,14949.0,St,2016,5,14,False
5329,Richmond,3,h,1115000.0,S,Lessthan50,2.6,3121.0,3.0,2.0,2.0,120.0,1980.0,Yarra,-37.824,145.0052,Northern,14949.0,St,2016,5,14,False
5330,Richmond,3,u,760000.0,SP,Nelson,2.6,3121.0,3.0,2.0,1.0,120.0,2005.0,Yarra,-37.8331,144.9975,Northern,14949.0,St,2016,5,14,False
5331,Richmond,2,u,640000.0,SP,Jellis,2.6,3121.0,2.0,1.0,2.0,69.0,2000.0,Yarra,-37.8173,144.9965,Northern,14949.0,St,2016,5,14,False
5332,Richmond,3,h,1710000.0,PI,Lessthan50,2.6,3121.0,4.0,2.0,2.0,126.0,0.0,Yarra,-37.8241,144.9934,Northern,14949.0,St,2016,5,14,True
5333,Richmond,3,h,1420000.0,S,Jellis,2.6,3121.0,3.0,1.0,0.0,119.0,1890.0,Yarra,-37.8225,145.0007,Northern,14949.0,St,2016,5,14,False
5334,Richmond,1,u,390000.0,S,Lessthan50,2.6,3121.0,1.0,1.0,1.0,40.0,2011.0,Yarra,-37.8195,145.0103,Northern,14949.0,St,2016,5,14,False
5335,Richmond,3,h,3020000.0,S,Jellis,2.6,3121.0,3.0,2.0,2.0,126.0,0.0,Yarra,-37.8214,144.9951,Northern,14949.0,St,2016,5,14,True
5336,Richmond,3,h,1346000.0,S,hockingstuart,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8215,145.0132,Northern,14949.0,Tce,2016,5,14,True
5337,Richmond,1,u,380000.0,PI,Collins,2.6,3121.0,1.0,1.0,1.0,44.0,2012.0,Yarra,-37.8127,145.0094,Northern,14949.0,St,2016,10,15,False
5338,Richmond,2,u,680000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,52.0,2012.0,Yarra,-37.823,144.9982,Northern,14949.0,St,2016,10,15,False
5339,Richmond,2,t,1081000.0,S,hockingstuart,2.6,3121.0,2.0,1.0,1.0,115.0,1995.0,Yarra,-37.814,145.006,Northern,14949.0,St,2016,10,15,False
5340,Richmond,2,h,860000.0,S,Biggin,2.6,3121.0,2.0,2.0,0.0,95.0,2000.0,Yarra,-37.8207,145.0053,Northern,14949.0,St,2016,10,15,False
5341,Richmond,3,h,1820000.0,S,Jellis,2.6,3121.0,3.0,1.0,1.0,126.0,1900.0,Yarra,-37.8292,145.0029,Northern,14949.0,St,2016,10,15,False
5342,Richmond,2,h,905000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,54.0,1920.0,Yarra,-37.8118,144.9937,Northern,14949.0,St,2016,10,15,False
5343,Richmond,2,u,691000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,85.0,2008.0,Yarra,-37.8231,144.9906,Northern,14949.0,St,2016,10,15,False
5344,Richmond,3,h,1088000.0,S,Jellis,2.6,3121.0,3.0,3.0,2.0,120.0,1915.0,Yarra,-37.8126,145.0064,Northern,14949.0,St,2016,4,16,False
5345,Richmond,3,t,911000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,110.0,2000.0,Yarra,-37.8238,145.0072,Northern,14949.0,St,2016,4,16,False
5346,Richmond,4,h,3001000.0,S,Biggin,2.6,3121.0,2.0,3.0,1.0,241.0,1920.0,Yarra,-37.8152,144.9922,Northern,14949.0,St,2016,4,16,False
5347,Richmond,2,u,638000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,77.0,2008.0,Yarra,-37.822,145.0104,Northern,14949.0,St,2016,4,16,False
5348,Richmond,2,h,951000.0,S,hockingstuart,2.6,3121.0,2.0,1.0,0.0,126.0,1905.0,Yarra,-37.8259,145.0089,Northern,14949.0,St,2016,7,16,False
5349,Richmond,2,h,912000.0,S,Collins,2.6,3121.0,2.0,1.0,2.0,126.0,0.0,Yarra,-37.821,145.0082,Northern,14949.0,St,2016,7,16,True
5350,Richmond,1,u,415000.0,S,Jellis,2.6,3121.0,1.0,1.0,1.0,126.0,0.0,Yarra,-37.8234,144.9985,Northern,14949.0,St,2016,7,16,True
5351,Richmond,3,h,1285000.0,S,hockingstuart,2.6,3121.0,4.0,2.0,1.0,126.0,0.0,Yarra,-37.8246,145.0012,Northern,14949.0,St,2016,7,16,True
5352,Richmond,2,h,1220000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8203,145.01,Northern,14949.0,St,2016,7,16,True
5353,Richmond,3,h,900000.0,S,Biggin,2.6,3121.0,3.0,3.0,1.0,60.0,2009.0,Yarra,-37.8139,145.0012,Northern,14949.0,St,2016,9,17,False
5354,Richmond,3,h,1695000.0,S,Marshall,2.6,3121.0,3.0,1.0,3.0,118.0,1900.0,Yarra,-37.8247,145.0001,Northern,14949.0,Gr,2016,9,17,False
5355,Richmond,3,h,1365000.0,S,Nelson,2.6,3121.0,3.0,1.0,1.0,110.0,1935.0,Yarra,-37.8134,145.0055,Northern,14949.0,St,2016,9,17,False
5356,Richmond,2,h,1088000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,126.0,0.0,Yarra,-37.8239,145.0045,Northern,14949.0,St,2016,9,17,True
5357,Richmond,3,h,1765000.0,S,hockingstuart,2.6,3121.0,4.0,1.0,2.0,126.0,0.0,Yarra,-37.8232,145.0014,Northern,14949.0,St,2016,9,17,True
5358,Richmond,2,h,1045000.0,S,Biggin,2.6,3121.0,2.0,1.0,2.0,90.0,1900.0,Yarra,-37.8294,145.0029,Northern,14949.0,St,2016,9,17,False
5359,Richmond,4,h,1591000.0,S,Collins,2.6,3121.0,4.0,2.0,1.0,145.0,1900.0,Yarra,-37.8261,145.0127,Northern,14949.0,St,2016,9,17,False
5360,Richmond,1,u,402000.0,S,hockingstuart,2.6,3121.0,1.0,1.0,1.0,126.0,0.0,Yarra,-37.813,144.993,Northern,14949.0,St,2016,9,17,True
5361,Richmond,3,h,1275000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,95.0,1900.0,Yarra,-37.822,145.0041,Northern,14949.0,St,2017,3,18,False
5362,Richmond,2,h,1035000.0,S,Marshall,2.6,3121.0,2.0,1.0,0.0,126.0,0.0,Yarra,-37.8139,145.0042,Northern,14949.0,St,2017,3,18,True
5363,Richmond,3,h,2000000.0,VB,Jellis,2.6,3121.0,3.0,2.0,0.0,126.0,0.0,Yarra,-37.8246,144.9967,Northern,14949.0,St,2017,3,18,True
5364,Richmond,3,u,931000.0,S,Biggin,2.6,3121.0,3.0,2.0,2.0,126.0,0.0,Yarra,-37.8128,145.0139,Northern,14949.0,Ct,2017,3,18,True
5365,Richmond,3,h,2640000.0,S,hockingstuart,2.6,3121.0,3.0,1.0,1.0,126.0,0.0,Yarra,-37.82,145.0054,Northern,14949.0,St,2017,3,18,True
5366,Richmond,2,t,842000.0,S,Jellis,2.6,3121.0,2.0,2.0,1.0,2.0,0.0,Yarra,-37.8145,145.0014,Northern,14949.0,St,2017,3,18,True
5367,Richmond,4,h,1510000.0,PI,Biggin,2.6,3121.0,4.0,2.0,0.0,171.0,1900.0,Yarra,-37.8206,145.0099,Northern,14949.0,St,2017,3,18,False
5368,Richmond,3,h,1550000.0,VB,Jellis,2.6,3121.0,3.0,2.0,1.0,76.0,1900.0,Yarra,-37.8132,144.9929,Northern,14949.0,St,2017,3,18,False
5369,Richmond,3,h,1456000.0,S,Jellis,2.6,3121.0,3.0,2.0,1.0,141.0,1900.0,Yarra,-37.8225,145.0029,Northern,14949.0,St,2016,6,18,False
5370,Richmond,2,h,1145000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,126.0,1910.0,Yarra,-37.8226,145.0064,Northern,14949.0,St,2016,6,18,False
5371,Richmond,2,t,810000.0,SP,hockingstuart,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8201,144.9927,Northern,14949.0,St,2016,6,18,True
5372,Richmond,3,h,1100000.0,PI,Biggin,2.6,3121.0,3.0,2.0,1.0,118.0,2013.0,Yarra,-37.8181,145.007,Northern,14949.0,La,2016,6,18,False
5373,Richmond,2,h,1220000.0,S,Jellis,2.6,3121.0,2.0,1.0,2.0,126.0,0.0,Yarra,-37.8244,145.0046,Northern,14949.0,St,2016,6,18,True
5374,Richmond,2,t,895000.0,S,Marshall,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.8209,145.0014,Northern,14949.0,St,2016,6,18,True
5375,Richmond,2,h,1430000.0,S,Biggin,2.6,3121.0,2.0,1.0,2.0,126.0,0.0,Yarra,-37.8218,145.0089,Northern,14949.0,St,2016,6,18,True
5376,Richmond,2,h,1045000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,81.0,1890.0,Yarra,-37.8218,145.0132,Northern,14949.0,Tce,2016,6,18,False
5377,Richmond,3,h,2000000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,180.0,1910.0,Yarra,-37.8158,144.9931,Northern,14949.0,St,2016,11,19,False
5378,Richmond,2,u,646000.0,S,Woodards,2.6,3121.0,2.0,1.0,1.0,70.0,1993.0,Yarra,-37.8333,144.998,Northern,14949.0,St,2016,11,19,False
5379,Richmond,2,u,660000.0,PI,Jellis,2.6,3121.0,2.0,2.0,1.0,76.0,2013.0,Yarra,-37.8166,145.0036,Northern,14949.0,St,2016,11,19,False
5380,Richmond,2,h,1145000.0,S,hockingstuart,2.6,3121.0,2.0,1.0,1.0,80.0,1960.0,Yarra,-37.8215,145.0054,Northern,14949.0,St,2016,11,19,False
5381,Richmond,1,u,380000.0,PI,Lessthan50,2.6,3121.0,1.0,1.0,1.0,126.0,0.0,Yarra,-37.8331,144.9975,Northern,14949.0,St,2016,5,22,True
5382,Richmond,3,h,1285000.0,S,Lessthan10,2.6,3121.0,3.0,2.0,1.0,126.0,0.0,Yarra,-37.8267,145.0122,Northern,14949.0,St,2016,5,22,True
5383,Richmond,4,h,905000.0,S,Biggin,2.6,3121.0,4.0,1.0,0.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern,14949.0,Rd,2016,5,22,False
5384,Richmond,2,u,750000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,104.0,2000.0,Yarra,-37.8128,145.0133,Northern,14949.0,Bvd,2016,5,22,False
5385,Richmond,2,u,604000.0,SP,Biggin,2.6,3121.0,2.0,2.0,2.0,75.0,2009.0,Yarra,-37.8189,145.0131,Northern,14949.0,St,2016,5,22,False
5386,Richmond,4,h,1645000.0,S,Biggin,2.6,3121.0,4.0,2.0,1.0,214.0,1970.0,Yarra,-37.8147,145.0084,Northern,14949.0,St,2016,8,22,False
5387,Richmond,3,u,945000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,126.0,1999.0,Yarra,-37.833,144.997,Northern,14949.0,St,2016,8,22,False
5388,Richmond,1,u,306000.0,S,Jellis,2.6,3121.0,1.0,1.0,1.0,40.0,1965.0,Yarra,-37.8242,145.0026,Northern,14949.0,St,2016,8,22,False
5389,Richmond,3,h,1270000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,102.0,1900.0,Yarra,-37.8203,145.0092,Northern,14949.0,St,2016,8,22,False
5390,Richmond,3,t,975000.0,PI,Jellis,2.6,3121.0,3.0,1.0,1.0,126.0,1993.0,Yarra,-37.8248,144.9976,Northern,14949.0,St,2016,8,22,False
5391,Richmond,2,h,1105000.0,S,Biggin,2.6,3121.0,2.0,2.0,1.0,126.0,0.0,Yarra,-37.8159,145.0033,Northern,14949.0,St,2016,8,22,True
5392,Richmond,2,h,965000.0,S,Biggin,2.6,3121.0,2.0,1.0,0.0,126.0,1900.0,Yarra,-37.8201,145.007,Northern,14949.0,St,2016,8,22,False
5393,Richmond,2,u,620000.0,PI,Lessthan50,2.6,3121.0,2.0,2.0,1.0,126.0,2011.0,Yarra,-37.8195,145.0103,Northern,14949.0,St,2016,8,22,False
5394,Richmond,3,h,1100000.0,S,hockingstuart,2.6,3121.0,2.0,2.0,1.0,126.0,0.0,Yarra,-37.8208,145.0013,Northern,14949.0,St,2016,8,22,True
5395,Richmond,1,u,450000.0,SP,RT,2.6,3121.0,1.0,1.0,1.0,126.0,0.0,Yarra,-37.8231,144.9906,Northern,14949.0,St,2016,8,22,True
5396,Richmond,3,h,1850000.0,S,hockingstuart,2.6,3121.0,2.0,2.0,1.0,112.0,1900.0,Yarra,-37.8214,145.0132,Northern,14949.0,Tce,2016,8,22,False
5397,Richmond,3,h,1650000.0,S,hockingstuart,2.6,3121.0,3.0,2.0,1.0,141.0,1920.0,Yarra,-37.8217,145.007,Northern,14949.0,St,2016,4,23,False
5398,Richmond,3,h,1320000.0,S,RT,2.6,3121.0,3.0,2.0,2.0,118.0,1890.0,Yarra,-37.8166,144.9987,Northern,14949.0,St,2016,9,24,False
5399,Richmond,3,h,1651000.0,S,Jellis,2.6,3121.0,3.0,2.0,1.0,111.0,1900.0,Yarra,-37.8212,144.9985,Northern,14949.0,St,2016,9,24,False
5400,Richmond,3,h,1032000.0,S,Biggin,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8198,145.0026,Northern,14949.0,St,2016,9,24,True
5401,Richmond,3,h,915000.0,S,hockingstuart,2.6,3121.0,4.0,3.0,1.0,126.0,0.0,Yarra,-37.8148,144.9912,Northern,14949.0,Pl,2016,9,24,True
5402,Richmond,3,h,1075000.0,S,Jellis,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8194,145.0024,Northern,14949.0,St,2016,9,24,True
5403,Richmond,4,h,1800000.0,PI,Biggin,2.6,3121.0,4.0,2.0,0.0,193.0,1900.0,Yarra,-37.8268,145.0129,Northern,14949.0,Gr,2016,9,24,False
5404,Richmond,3,u,791500.0,S,Biggin,2.6,3121.0,3.0,2.0,2.0,104.0,2005.0,Yarra,-37.8189,145.0131,Northern,14949.0,St,2016,9,24,False
5405,Richmond,3,h,1600000.0,S,Biggin,2.6,3121.0,3.0,2.0,2.0,144.0,1850.0,Yarra,-37.8233,144.9947,Northern,14949.0,St,2016,9,24,False
5406,Richmond,2,t,1200000.0,SP,Jellis,2.6,3121.0,2.0,2.0,1.0,89.0,1940.0,Yarra,-37.8229,144.9931,Northern,14949.0,St,2017,2,25,False
5407,Richmond,3,h,1555000.0,S,Lessthan50,2.6,3121.0,3.0,2.0,1.0,164.0,1900.0,Yarra,-37.82,144.9987,Northern,14949.0,St,2017,2,25,False
5408,Richmond,3,h,1361000.0,S,Marshall,2.6,3121.0,3.0,2.0,1.0,102.0,0.0,Yarra,-37.8249,144.9976,Northern,14949.0,St,2017,2,25,True
5409,Richmond,3,h,1540000.0,S,hockingstuart,2.6,3121.0,3.0,1.0,1.0,126.0,0.0,Yarra,-37.8214,145.0119,Northern,14949.0,St,2017,2,25,True
5410,Richmond,3,t,1582000.0,S,Jellis,2.6,3121.0,3.0,3.0,2.0,184.0,2005.0,Yarra,-37.8278,144.9984,Northern,14949.0,Pl,2017,2,25,False
5411,Richmond,2,u,712000.0,S,Jellis,2.6,3121.0,2.0,1.0,1.0,126.0,2012.0,Yarra,-37.823,144.9982,Northern,14949.0,St,2016,7,26,False
5412,Richmond,3,h,2055000.0,SP,Jellis,2.6,3121.0,3.0,1.0,1.0,121.0,1960.0,Yarra,-37.8263,145.0085,Northern,14949.0,St,2016,7,26,False
5413,Richmond,3,t,1012000.0,S,Jellis,2.6,3121.0,3.0,2.0,1.0,126.0,0.0,Yarra,-37.8155,145.0061,Northern,14949.0,St,2016,6,27,True
5414,Richmond,3,h,1570000.0,S,Jellis,2.6,3121.0,3.0,1.0,2.0,126.0,0.0,Yarra,-37.8198,144.9899,Northern,14949.0,Rd,2016,6,27,True
5415,Richmond,3,h,1345000.0,S,Biggin,2.6,3121.0,3.0,1.0,1.0,128.0,1900.0,Yarra,-37.8206,144.9913,Northern,14949.0,Pde,2016,6,27,False
5416,Richmond,1,u,410000.0,PI,hockingstuart,2.6,3121.0,1.0,1.0,1.0,60.0,2008.0,Yarra,-37.822,145.0104,Northern,14949.0,St,2016,6,27,False
5417,Richmond,2,u,696000.0,S,Jellis,2.6,3121.0,2.0,2.0,1.0,68.0,2008.0,Yarra,-37.822,145.0104,Northern,14949.0,St,2016,6,27,False
5418,Richmond,3,h,1350000.0,VB,Jellis,2.6,3121.0,3.0,2.0,2.0,174.0,2000.0,Yarra,-37.8183,145.0079,Northern,14949.0,Sq,2016,11,27,False
5419,Richmond,3,h,1405000.0,S,Rendina,2.6,3121.0,3.0,1.0,2.0,126.0,0.0,Yarra,-37.8302,144.9993,Northern,14949.0,St,2016,11,27,True
5420,Richmond,1,u,362000.0,S,Biggin,2.6,3121.0,1.0,1.0,1.0,126.0,0.0,Yarra,-37.8127,145.0094,Northern,14949.0,St,2016,11,27,True
5421,Richmond,2,u,760000.0,S,Biggin,2.6,3121.0,2.0,1.0,1.0,126.0,0.0,Yarra,-37.833,144.997,Northern,14949.0,St,2016,11,27,True
5422,Richmond,2,u,807000.0,S,Jellis,2.6,3121.0,2.0,2.0,2.0,106.0,2000.0,Yarra,-37.8128,145.0139,Northern,14949.0,Ct,2016,11,27,False
5423,Richmond,3,h,1495000.0,S,Biggin,2.6,3121.0,3.0,2.0,1.0,126.0,0.0,Yarra,-37.8195,144.9974,Northern,14949.0,Tce,2016,11,27,True
5424,Richmond,3,h,1410000.0,S,Biggin,2.6,3121.0,3.0,1.0,0.0,126.0,0.0,Yarra,-37.8199,145.0017,Northern,14949.0,St,2016,11,27,True
5425,Richmond,1,u,385000.0,VB,RT,2.6,3121.0,1.0,1.0,1.0,50.0,2005.0,Yarra,-37.8331,144.9975,Northern,14949.0,St,2016,11,27,False
5426,Richmond,2,h,1150000.0,SP,Biggin,2.6,3121.0,2.0,1.0,0.0,80.0,1900.0,Yarra,-37.8209,145.0052,Northern,14949.0,St,2016,11,27,False
5427,Richmond,3,h,1400000.0,PI,hockingstuart,2.6,3121.0,3.0,1.0,2.0,126.0,0.0,Yarra,-37.8211,145.0114,Northern,14949.0,St,2016,11,27,True
5428,Richmond,4,h,1775000.0,S,Nelson,2.6,3121.0,4.0,1.0,0.0,144.0,1900.0,Yarra,-37.8185,145.0061,Northern,14949.0,St,2016,11,27,False
